absolutetime;channel;note;time;type;velocity
56160;9;39;0;note_on;80
56160;6;68;240;note_off;64
56400;2;32;0;note_on;80
56400;2;32;240;note_off;64
56400;0;44;0;note_on;80
56400;0;51;0;note_on;80
56400;0;60;0;note_on;80
56400;0;44;0;note_off;64
56400;0;56;0;note_off;64
56400;0;60;480;note_off;64
56400;0;51;0;note_off;64
56400;0;56;0;note_on;80
56400;6;66;240;note_off;64
56400;6;66;0;note_on;72
56400;4;72;240;note_off;64
56400;4;73;0;note_on;80
56640;6;65;0;note_on;72
56640;6;66;240;note_off;64
56640;0;51;0;note_on;80
56640;0;55;0;note_on;80
56640;0;58;0;note_on;80
56640;0;44;0;note_off;64
56640;0;51;0;note_off;64
56640;0;56;0;note_off;64
56640;0;60;240;note_off;64
56640;0;43;0;note_on;80
56640;2;27;0;note_on;80
56640;9;39;480;note_off;64
56640;9;39;0;note_on;80
56640;2;32;240;note_off;64
56640;4;73;240;note_off;64
56640;4;65;0;note_on;80
56880;0;51;0;note_on;80
56880;0;55;0;note_off;64
56880;0;58;240;note_off;64
56880;0;58;0;note_on;80
56880;4;65;240;note_off;64
56880;0;55;0;note_on;80
56880;0;51;0;note_off;64
56880;0;43;0;note_on;80
56880;2;27;0;note_on;80
56880;2;27;240;note_off;64
56880;4;70;0;note_on;80
56880;0;43;0;note_off;64
57120;6;65;480;note_off;64
57120;6;65;0;note_on;72
57120;9;39;0;note_on;80
57120;4;70;240;note_off;64
57120;9;39;480;note_off;64
57120;4;72;0;note_on;80
57120;2;27;240;note_off;64
57120;2;27;0;note_on;80
57360;2;27;240;note_off;64
57360;2;27;0;note_on;80
57360;0;43;0;note_on;80
57360;0;51;0;note_on;80
57360;4;73;0;note_on;80
57360;0;58;0;note_on;80
57360;0;43;0;note_off;64
57360;0;51;0;note_off;64
57360;0;55;0;note_off;64
57360;0;58;480;note_off;64
57360;4;72;240;note_off;64
57360;0;55;0;note_on;80
57480;9;39;0;note_on;80
57480;9;39;360;note_off;64
57600;2;27;240;note_off;64
57600;9;39;120;note_off;64
57600;9;39;0;note_on;80
57600;6;65;480;note_off;64
57600;2;34;0;note_on;80
57600;4;70;0;note_on;80
57600;0;61;0;note_on;80
57600;4;73;240;note_off;64
57600;0;58;240;note_off;64
57600;0;55;0;note_off;64
57600;0;51;0;note_off;64
57600;0;43;0;note_off;64
57600;0;46;0;note_on;80
57600;0;70;0;note_on;80
57600;0;58;0;note_on;80
57840;2;34;0;note_on;80
57840;2;34;240;note_off;64
57840;0;58;0;note_off;64
57840;0;46;0;note_off;64
57840;0;61;0;note_on;80
57840;0;61;0;note_off;64
57840;0;70;240;note_off;64
57840;0;58;0;note_on;80
57840;4;70;0;note_on;80
57840;4;70;240;note_off;64
57840;0;70;0;note_on;80
57840;0;46;0;note_on;80
58080;4;72;0;note_on;80
58080;4;70;240;note_off;64
58080;9;39;0;note_on;80
58080;9;39;480;note_off;64
58080;2;34;240;note_off;64
58080;2;34;0;note_on;80
58320;6;53;720;note_on;80
58320;4;72;240;note_off;64
58320;4;73;0;note_on;80
58320;2;34;0;note_on;80
58320;2;34;240;note_off;64
58320;0;58;0;note_on;80
58320;0;46;0;note_on;80
58320;0;70;480;note_off;64
58320;0;61;0;note_off;64
58320;0;58;0;note_off;64
58320;0;46;0;note_off;64
58320;0;70;0;note_on;80
58320;0;61;0;note_on;80
58560;0;70;0;note_on;80
58560;0;46;0;note_off;64
58560;0;58;0;note_off;64
58560;0;61;0;note_off;64
58560;4;73;240;note_off;64
58560;4;75;0;note_on;80
58560;0;58;0;note_on;80
58560;9;39;0;note_on;80
58560;9;39;480;note_off;64
58560;0;61;0;note_on;80
58560;2;34;0;note_on;80
58560;2;34;240;note_off;64
58560;0;70;240;note_off;64
58560;0;46;0;note_on;80
58800;6;51;0;note_on;80
58800;0;58;0;note_on;80
58800;0;70;240;note_off;64
58800;6;53;480;note_off;64
58800;2;34;240;note_off;64
58800;0;61;0;note_on;80
58800;0;46;0;note_on;80
58800;4;73;0;note_on;80
58800;2;34;0;note_on;80
58800;4;75;240;note_off;64
58800;0;70;0;note_on;80
58800;0;46;0;note_off;64
58800;0;58;0;note_off;64
58800;0;61;0;note_off;64
59040;9;39;480;note_off;64
59040;4;73;240;note_off;64
59040;2;34;0;note_on;80
59040;2;34;240;note_off;64
59040;9;39;0;note_on;80
59040;4;72;0;note_on;80
59280;2;34;0;note_on;80
59280;2;34;240;note_off;64
59280;4;72;240;note_off;64
59280;4;70;0;note_on;80
59280;0;61;0;note_on;80
59280;0;70;0;note_on;80
59280;0;70;480;note_off;64
59280;0;61;0;note_off;64
59280;0;58;0;note_off;64
59280;0;46;0;note_off;64
59280;0;58;0;note_on;80
59280;0;46;0;note_on;80
59520;4;65;0;note_on;80
59520;4;70;240;note_off;64
59520;6;65;0;note_on;72
59520;6;51;720;note_off;64
59520;9;39;480;note_off;64
59520;2;34;240;note_off;64
59520;0;70;240;note_off;64
59520;0;61;0;note_off;64
59520;0;58;0;note_off;64
59520;9;39;0;note_on;80
59520;0;60;0;note_on;80
59520;0;46;0;note_off;64
59520;0;44;0;note_on;80
59520;2;32;0;note_on;80
59520;0;51;0;note_on;80
59520;0;56;0;note_on;80
59760;0;60;240;note_off;64
59760;4;70;0;note_on;80
59760;4;65;240;note_off;64
59760;2;32;240;note_off;64
59760;2;32;0;note_on;80
59760;6;65;240;note_off;64
59760;6;65;0;note_on;72
59760;0;51;0;note_on;80
59760;0;56;0;note_on;80
59760;0;60;0;note_on;80
59760;0;44;0;note_off;64
59760;0;51;0;note_off;64
59760;0;56;0;note_off;64
59760;0;44;0;note_on;80
60000;6;65;240;note_off;64
60000;2;32;0;note_on;80
60000;2;32;240;note_off;64
60000;9;39;0;note_on;80
60000;9;39;480;note_off;64
60000;4;70;240;note_off;64
60000;4;72;0;note_on;80
60000;6;65;0;note_on;72
60240;4;73;0;note_on;80
60240;0;56;0;note_on;80
60240;0;60;0;note_on;80
60240;0;44;0;note_off;64
60240;0;51;0;note_off;64
60240;0;56;0;note_off;64
60240;0;60;480;note_off;64
60240;0;44;0;note_on;80
60240;2;32;240;note_off;64
60240;2;32;0;note_on;80
60240;0;51;0;note_on;80
60240;6;66;0;note_on;72
60240;6;65;240;note_off;64
60240;4;72;240;note_off;64
60480;0;55;0;note_on;80
60480;0;58;0;note_on;80
60480;0;51;0;note_on;80
60480;0;51;0;note_off;64
60480;0;56;0;note_off;64
60480;0;44;0;note_off;64
60480;0;43;0;note_on;80
60480;0;60;240;note_off;64
60480;2;32;240;note_off;64
60480;4;73;240;note_off;64
60480;4;65;0;note_on;80
60480;2;27;0;note_on;80
60480;9;39;480;note_off;64
60480;9;39;0;note_on;80
60480;6;65;0;note_on;72
60480;6;66;240;note_off;64
60720;0;51;0;note_off;64
60720;0;43;0;note_off;64
60720;0;58;0;note_on;80
60720;0;55;0;note_on;80
60720;0;51;0;note_on;80
60720;0;43;0;note_on;80
60720;0;58;240;note_off;64
60720;0;55;0;note_off;64
60720;2;27;0;note_on;80
60720;4;70;0;note_on;80
60720;4;65;240;note_off;64
60720;2;27;240;note_off;64
60960;9;39;0;note_on;80
60960;4;72;0;note_on;80
60960;4;70;240;note_off;64
60960;9;39;480;note_off;64
60960;6;65;480;note_off;64
60960;2;27;0;note_on;80
60960;2;27;240;note_off;64
60960;6;63;0;note_on;72
61200;4;72;240;note_off;64
61200;2;27;0;note_on;80
61200;2;27;240;note_off;64
61200;0;58;480;note_off;64
61200;0;55;0;note_off;64
61200;4;73;0;note_on;80
61200;0;51;0;note_on;80
61200;0;51;0;note_off;64
61200;0;43;0;note_off;64
61200;0;58;0;note_on;80
61200;0;55;0;note_on;80
61200;0;43;0;note_on;80
61320;9;39;360;note_off;64
61320;9;39;0;note_on;80
61440;0;43;0;note_off;64
61440;0;58;0;note_on;80
61440;0;61;0;note_on;80
61440;0;70;0;note_on;80
61440;0;58;240;note_off;64
61440;0;55;0;note_off;64
61440;0;46;0;note_on;80
61440;0;51;0;note_off;64
61440;2;27;240;note_off;64
61440;2;34;0;note_on;80
61440;9;39;120;note_off;64
61440;9;39;0;note_on;80
61440;4;73;240;note_off;64
61440;6;63;480;note_off;64
61440;4;70;0;note_on;80
61680;0;46;0;note_on;80
61680;0;58;0;note_on;80
61680;0;61;0;note_on;80
61680;0;70;0;note_on;80
61680;0;46;0;note_off;64
61680;0;58;0;note_off;64
61680;0;61;0;note_off;64
61680;0;70;240;note_off;64
61680;4;70;240;note_off;64
61680;4;70;0;note_on;80
61680;2;34;240;note_off;64
61680;2;34;0;note_on;80
61920;4;70;240;note_off;64
61920;2;34;240;note_off;64
61920;4;72;0;note_on;80
61920;9;39;480;note_off;64
61920;2;34;0;note_on;80
61920;9;39;0;note_on;80
62160;2;34;0;note_on;80
62160;2;34;240;note_off;64
62160;6;58;720;note_on;80
62160;4;73;0;note_on;80
62160;4;72;240;note_off;64
62160;0;58;0;note_on;80
62160;0;70;480;note_off;64
62160;0;61;0;note_off;64
62160;0;46;0;note_off;64
62160;0;70;0;note_on;80
62160;0;61;0;note_on;80
62160;0;46;0;note_on;80
62160;0;58;0;note_off;64
62400;0;46;0;note_off;64
62400;2;34;0;note_on;80
62400;2;34;240;note_off;64
62400;4;75;0;note_on;80
62400;4;73;240;note_off;64
62400;9;39;480;note_off;64
62400;0;70;240;note_off;64
62400;0;61;0;note_off;64
62400;0;58;0;note_off;64
62400;0;46;0;note_on;80
62400;9;39;0;note_on;80
62400;0;70;0;note_on;80
62400;0;61;0;note_on;80
62400;0;58;0;note_on;80
62640;0;61;0;note_off;64
62640;4;75;240;note_off;64
62640;4;73;0;note_on;80
62640;2;34;240;note_off;64
62640;2;34;0;note_on;80
62640;0;70;240;note_off;64
62640;6;58;480;note_off;64
62640;0;58;0;note_off;64
62640;0;46;0;note_off;64
62640;0;70;0;note_on;80
62640;0;61;0;note_on;80
62640;0;58;0;note_on;80
62640;0;46;0;note_on;80
62640;6;56;0;note_on;80
62880;2;34;0;note_on;80
62880;9;39;480;note_off;64
62880;9;39;0;note_on;80
62880;2;34;240;note_off;64
62880;4;72;0;note_on;80
62880;4;73;240;note_off;64
63120;0;70;480;note_off;64
63120;0;61;0;note_off;64
63120;0;58;0;note_off;64
63120;0;46;0;note_off;64
63120;0;70;0;note_on;80
63120;0;61;0;note_on;80
63120;0;46;0;note_on;80
63120;4;70;0;note_on;80
63120;0;58;0;note_on;80
63120;2;34;0;note_on;80
63120;4;72;240;note_off;64
63120;2;34;240;note_off;64
63360;6;56;720;note_off;64
63360;6;68;0;note_on;72
63360;9;39;480;note_off;64
63360;9;39;0;note_on;80
63360;2;32;0;note_on;80
63360;2;34;240;note_off;64
63360;0;70;240;note_off;64
63360;0;44;0;note_on;80
63360;0;51;0;note_on;80
63360;0;56;0;note_on;80
63360;0;60;0;note_on;80
63360;0;46;0;note_off;64
63360;0;58;0;note_off;64
63360;0;61;0;note_off;64
63360;4;70;240;note_off;64
63360;4;65;0;note_on;80
63600;0;60;240;note_off;64
63600;0;51;0;note_off;64
63600;0;44;0;note_off;64
63600;0;60;0;note_on;80
63600;0;51;0;note_on;80
63600;0;44;0;note_on;80
63600;0;56;0;note_off;64
63600;0;56;0;note_on;80
63600;4;65;240;note_off;64
63600;4;70;0;note_on;80
63600;2;32;0;note_on;80
63600;2;32;240;note_off;64
63600;6;68;240;note_off;64
63600;6;68;0;note_on;72
63840;2;32;240;note_off;64
63840;6;68;240;note_off;64
63840;6;66;0;note_on;72
63840;9;39;480;note_off;64
63840;9;39;0;note_on;80
63840;4;72;0;note_on;80
63840;4;70;240;note_off;64
63840;2;32;0;note_on;80
64080;0;44;0;note_off;64
64080;0;51;0;note_off;64
64080;0;60;0;note_on;80
64080;0;56;0;note_on;80
64080;0;51;0;note_on;80
64080;0;44;0;note_on;80
64080;0;56;0;note_off;64
64080;0;60;480;note_off;64
64080;2;32;0;note_on;80
64080;6;66;240;note_off;64
64080;6;66;0;note_on;72
64080;4;73;0;note_on;80
64080;4;72;240;note_off;64
64080;2;32;240;note_off;64
64320;0;43;0;note_on;80
64320;4;65;0;note_on;80
64320;4;73;240;note_off;64
64320;0;60;240;note_off;64
64320;0;56;0;note_off;64
64320;0;51;0;note_off;64
64320;0;44;0;note_off;64
64320;0;58;0;note_on;80
64320;0;55;0;note_on;80
64320;0;51;0;note_on;80
64320;2;27;0;note_on;80
64320;2;32;240;note_off;64
64320;6;66;240;note_off;64
64320;6;65;0;note_on;72
64320;9;39;480;note_off;64
64320;9;39;0;note_on;80
64560;0;51;0;note_off;64
64560;0;55;0;note_on;80
64560;0;58;0;note_on;80
64560;0;43;0;note_off;64
64560;0;55;0;note_off;64
64560;0;58;240;note_off;64
64560;4;65;240;note_off;64
64560;4;70;0;note_on;80
64560;2;27;0;note_on;80
64560;2;27;240;note_off;64
64560;0;43;0;note_on;80
64560;0;51;0;note_on;80
64800;9;39;0;note_on;80
64800;4;70;240;note_off;64
64800;4;72;0;note_on;80
64800;2;27;0;note_on;80
64800;2;27;240;note_off;64
64800;9;39;480;note_off;64
64800;6;65;0;note_on;72
64800;6;65;480;note_off;64
65040;0;55;0;note_off;64
65040;0;58;480;note_off;64
65040;2;27;240;note_off;64
65040;4;72;240;note_off;64
65040;0;43;0;note_on;80
65040;0;55;0;note_on;80
65040;0;58;0;note_on;80
65040;0;43;0;note_off;64
65040;4;73;0;note_on;80
65040;0;51;0;note_off;64
65040;0;51;0;note_on;80
65040;2;27;0;note_on;80
65160;9;39;360;note_off;64
65160;9;39;0;note_on;80
65280;0;43;0;note_off;64
65280;0;70;0;note_on;80
65280;0;58;240;note_off;64
65280;0;58;0;note_on;80
65280;0;46;0;note_on;80
65280;9;39;0;note_on;80
65280;9;39;120;note_off;64
65280;0;51;0;note_off;64
65280;4;73;240;note_off;64
65280;0;61;0;note_on;80
65280;4;70;0;note_on;80
65280;0;55;0;note_off;64
65280;2;34;0;note_on;80
65280;2;27;240;note_off;64
65280;6;65;480;note_off;64
65520;0;46;0;note_off;64
65520;0;61;0;note_off;64
65520;0;70;240;note_off;64
65520;2;34;0;note_on;80
65520;2;34;240;note_off;64
65520;0;46;0;note_on;80
65520;0;61;0;note_on;80
65520;0;58;0;note_on;80
65520;4;70;240;note_off;64
65520;4;70;0;note_on;80
65520;0;58;0;note_off;64
65520;0;70;0;note_on;80
65760;4;70;240;note_off;64
65760;4;72;0;note_on;80
65760;9;39;0;note_on;80
65760;9;39;480;note_off;64
65760;2;34;240;note_off;64
65760;2;34;0;note_on;80
66000;0;61;0;note_on;80
66000;0;58;0;note_on;80
66000;0;46;0;note_on;80
66000;0;46;0;note_off;64
66000;0;58;0;note_off;64
66000;0;70;0;note_on;80
66000;0;70;480;note_off;64
66000;2;34;240;note_off;64
66000;6;58;720;note_on;80
66000;4;72;240;note_off;64
66000;4;73;0;note_on;80
66000;0;61;0;note_off;64
66000;2;34;0;note_on;80
66240;0;46;0;note_off;64
66240;0;70;0;note_on;80
66240;0;61;0;note_on;80
66240;0;58;0;note_off;64
66240;2;34;0;note_on;80
66240;2;34;240;note_off;64
66240;0;58;0;note_on;80
66240;0;46;0;note_on;80
66240;0;70;240;note_off;64
66240;9;39;0;note_on;80
66240;0;61;0;note_off;64
66240;4;73;240;note_off;64
66240;4;75;0;note_on;80
66240;9;39;480;note_off;64
66480;0;46;0;note_on;80
66480;6;56;0;note_on;80
66480;6;58;480;note_off;64
66480;0;70;240;note_off;64
66480;0;61;0;note_off;64
66480;0;58;0;note_off;64
66480;0;46;0;note_off;64
66480;0;70;0;note_on;80
66480;0;61;0;note_on;80
66480;0;58;0;note_on;80
66480;4;73;0;note_on;80
66480;4;75;240;note_off;64
66480;2;34;240;note_off;64
66480;2;34;0;note_on;80
66720;9;39;480;note_off;64
66720;4;73;240;note_off;64
66720;4;72;0;note_on;80
66720;9;39;0;note_on;80
66720;2;34;240;note_off;64
66720;2;34;0;note_on;80
66960;0;46;0;note_on;80
66960;0;58;0;note_on;80
66960;0;61;0;note_on;80
66960;0;70;0;note_on;80
66960;0;46;0;note_off;64
66960;0;58;0;note_off;64
66960;0;61;0;note_off;64
66960;0;70;480;note_off;64
66960;2;34;240;note_off;64
66960;4;70;0;note_on;80
66960;4;72;240;note_off;64
66960;2;34;0;note_on;80
67200;2;34;240;note_off;64
67200;0;58;0;note_off;64
67200;9;39;0;note_on;80
67200;9;39;480;note_off;64
67200;0;70;240;note_off;64
67200;0;61;0;note_off;64
67200;2;32;0;note_on;80
67200;0;46;0;note_off;64
67200;0;56;0;note_on;80
67200;4;70;240;note_off;64
67200;4;65;0;note_on;80
67200;6;56;720;note_off;64
67200;0;60;0;note_on;80
67200;6;65;0;note_on;72
67200;0;51;0;note_on;80
67200;0;44;0;note_on;80
67440;0;44;0;note_off;64
67440;4;65;240;note_off;64
67440;4;70;0;note_on;80
67440;2;32;0;note_on;80
67440;0;60;240;note_off;64
67440;0;51;0;note_off;64
67440;6;65;0;note_on;72
67440;6;65;240;note_off;64
67440;0;56;0;note_off;64
67440;0;44;0;note_on;80
67440;2;32;240;note_off;64
67440;0;51;0;note_on;80
67440;0;56;0;note_on;80
67440;0;60;0;note_on;80
67680;9;39;0;note_on;80
67680;9;39;480;note_off;64
67680;4;70;240;note_off;64
67680;6;65;240;note_off;64
67680;6;65;0;note_on;72
67680;2;32;0;note_on;80
67680;4;72;0;note_on;80
67680;2;32;240;note_off;64
67920;6;65;240;note_off;64
67920;2;32;240;note_off;64
67920;2;32;0;note_on;80
67920;0;44;0;note_on;80
67920;0;56;0;note_on;80
67920;0;60;0;note_on;80
67920;0;44;0;note_off;64
67920;0;51;0;note_off;64
67920;0;56;0;note_off;64
67920;0;51;0;note_on;80
67920;6;66;0;note_on;72
67920;4;72;240;note_off;64
67920;4;73;0;note_on;80
67920;0;60;480;note_off;64
68160;4;65;0;note_on;80
68160;6;66;240;note_off;64
68160;6;65;0;note_on;72
68160;9;39;0;note_on;80
68160;9;39;480;note_off;64
68160;4;73;240;note_off;64
68160;0;43;0;note_on;80
68160;0;60;240;note_off;64
68160;0;56;0;note_off;64
68160;0;51;0;note_off;64
68160;0;44;0;note_off;64
68160;0;58;0;note_on;80
68160;0;55;0;note_on;80
68160;0;51;0;note_on;80
68160;2;27;0;note_on;80
68160;2;32;240;note_off;64
68400;2;27;0;note_on;80
68400;2;27;240;note_off;64
68400;4;65;240;note_off;64
68400;0;43;0;note_on;80
68400;0;51;0;note_on;80
68400;0;43;0;note_off;64
68400;0;58;0;note_on;80
68400;0;51;0;note_off;64
68400;0;55;0;note_off;64
68400;0;58;240;note_off;64
68400;4;70;0;note_on;80
68400;0;55;0;note_on;80
68640;9;39;0;note_on;80
68640;9;39;480;note_off;64
68640;6;65;480;note_off;64
68640;2;27;240;note_off;64
68640;4;70;240;note_off;64
68640;6;63;0;note_on;72
68640;2;27;0;note_on;80
68640;4;72;0;note_on;80
68880;0;43;0;note_on;80
68880;0;51;0;note_on;80
68880;0;55;0;note_on;80
68880;4;73;0;note_on;80
68880;4;72;240;note_off;64
68880;2;27;240;note_off;64
68880;0;58;0;note_on;80
68880;0;43;0;note_off;64
68880;0;51;0;note_off;64
68880;0;55;0;note_off;64
68880;0;58;480;note_off;64
68880;2;27;0;note_on;80
69000;9;39;0;note_on;80
69000;9;39;360;note_off;64
69120;9;39;120;note_off;64
69120;2;27;240;note_off;64
69120;9;39;0;note_on;80
69120;0;46;0;note_on;80
69120;0;55;0;note_off;64
69120;2;34;0;note_on;80
69120;4;70;0;note_on;80
69120;4;73;240;note_off;64
69120;0;58;0;note_on;80
69120;0;61;0;note_on;80
69120;0;70;0;note_on;80
69120;0;43;0;note_off;64
69120;0;51;0;note_off;64
69120;6;63;480;note_off;64
69120;0;58;240;note_off;64
69360;4;70;0;note_on;80
69360;4;70;240;note_off;64
69360;2;34;0;note_on;80
69360;2;34;240;note_off;64
69360;0;70;240;note_off;64
69360;0;58;0;note_off;64
69360;0;46;0;note_on;80
69360;0;58;0;note_on;80
69360;0;61;0;note_on;80
69360;0;61;0;note_off;64
69360;0;70;0;note_on;80
69360;0;46;0;note_off;64
69600;4;70;240;note_off;64
69600;4;72;0;note_on;80
69600;9;39;480;note_off;64
69600;2;34;240;note_off;64
69600;9;39;0;note_on;80
69600;2;34;0;note_on;80
69840;0;46;0;note_on;80
69840;0;58;0;note_on;80
69840;0;61;0;note_on;80
69840;0;70;0;note_on;80
69840;0;46;0;note_off;64
69840;0;58;0;note_off;64
69840;6;58;720;note_on;80
69840;2;34;240;note_off;64
69840;0;70;480;note_off;64
69840;2;34;0;note_on;80
69840;0;61;0;note_off;64
69840;4;72;240;note_off;64
69840;4;73;0;note_on;80
70080;2;34;0;note_on;80
70080;2;34;240;note_off;64
70080;9;39;480;note_off;64
70080;0;46;0;note_on;80
70080;0;58;0;note_on;80
70080;0;61;0;note_on;80
70080;0;46;0;note_off;64
70080;0;58;0;note_off;64
70080;0;70;0;note_on;80
70080;0;70;240;note_off;64
70080;9;39;0;note_on;80
70080;4;75;0;note_on;80
70080;4;73;240;note_off;64
70080;0;61;0;note_off;64
70320;2;34;240;note_off;64
70320;6;58;480;note_off;64
70320;0;46;0;note_on;80
70320;0;58;0;note_on;80
70320;0;61;0;note_on;80
70320;0;46;0;note_off;64
70320;0;58;0;note_off;64
70320;0;61;0;note_off;64
70320;6;56;0;note_on;80
70320;4;75;240;note_off;64
70320;2;34;0;note_on;80
70320;4;73;0;note_on;80
70320;0;70;0;note_on;80
70320;0;70;240;note_off;64
70560;9;39;480;note_off;64
70560;2;34;240;note_off;64
70560;9;39;0;note_on;80
70560;4;73;240;note_off;64
70560;4;72;0;note_on;80
70560;2;34;0;note_on;80
70800;2;34;240;note_off;64
70800;2;34;0;note_on;80
70800;4;70;0;note_on;80
70800;0;70;480;note_off;64
70800;0;46;0;note_on;80
70800;0;58;0;note_on;80
70800;0;61;0;note_on;80
70800;0;70;0;note_on;80
70800;0;46;0;note_off;64
70800;0;58;0;note_off;64
70800;0;61;0;note_off;64
70800;4;72;240;note_off;64
71040;6;68;0;note_on;72
71040;6;56;720;note_off;64
71040;2;32;0;note_on;80
71040;2;34;240;note_off;64
71040;9;39;480;note_off;64
71040;9;39;0;note_on;80
71040;4;70;240;note_off;64
71040;4;65;0;note_on;80
71040;0;70;240;note_off;64
71040;0;61;0;note_off;64
71040;0;58;0;note_off;64
71040;0;46;0;note_off;64
71040;0;60;0;note_on;80
71040;0;56;0;note_on;80
71040;0;51;0;note_on;80
71040;0;44;0;note_on;80
71280;4;65;240;note_off;64
71280;4;70;0;note_on;80
71280;6;68;240;note_off;64
71280;6;68;0;note_on;72
71280;0;44;0;note_on;80
71280;0;51;0;note_on;80
71280;0;56;0;note_on;80
71280;0;60;0;note_on;80
71280;0;44;0;note_off;64
71280;0;51;0;note_off;64
71280;0;56;0;note_off;64
71280;0;60;240;note_off;64
71280;2;32;0;note_on;80
71280;2;32;240;note_off;64
71520;6;66;0;note_on;72
71520;6;68;240;note_off;64
71520;4;72;0;note_on;80
71520;4;70;240;note_off;64
71520;9;39;480;note_off;64
71520;2;32;0;note_on;80
71520;2;32;240;note_off;64
71520;9;39;0;note_on;80
71760;4;73;0;note_on;80
71760;0;60;0;note_on;80
71760;4;72;240;note_off;64
71760;0;44;0;note_on;80
71760;0;44;0;note_off;64
71760;0;51;0;note_off;64
71760;0;56;0;note_on;80
71760;0;56;0;note_off;64
71760;6;66;240;note_off;64
71760;6;66;0;note_on;72
71760;2;32;0;note_on;80
71760;2;32;240;note_off;64
71760;0;60;480;note_off;64
71760;0;51;0;note_on;80
72000;2;32;240;note_off;64
72000;0;60;240;note_off;64
72000;0;55;0;note_on;80
72000;0;56;0;note_off;64
72000;0;51;0;note_on;80
72000;4;73;240;note_off;64
72000;4;65;0;note_on;80
72000;6;66;240;note_off;64
72000;6;65;0;note_on;72
72000;9;39;0;note_on;80
72000;9;39;480;note_off;64
72000;0;51;0;note_off;64
72000;0;44;0;note_off;64
72000;2;27;0;note_on;80
72000;0;43;0;note_on;80
72000;0;58;0;note_on;80
72240;0;51;0;note_off;64
72240;0;58;240;note_off;64
72240;4;70;0;note_on;80
72240;4;65;240;note_off;64
72240;2;27;240;note_off;64
72240;2;27;0;note_on;80
72240;0;43;0;note_on;80
72240;0;51;0;note_on;80
72240;0;55;0;note_on;80
72240;0;58;0;note_on;80
72240;0;43;0;note_off;64
72240;0;55;0;note_off;64
72480;4;72;0;note_on;80
72480;6;65;480;note_off;64
72480;4;70;240;note_off;64
72480;9;39;480;note_off;64
72480;9;39;0;note_on;80
72480;2;27;0;note_on;80
72480;2;27;240;note_off;64
72480;6;65;0;note_on;72
72720;0;51;0;note_on;80
72720;0;55;0;note_off;64
72720;0;51;0;note_off;64
72720;0;43;0;note_off;64
72720;0;58;0;note_on;80
72720;0;55;0;note_on;80
72720;4;73;0;note_on;80
72720;0;58;480;note_off;64
72720;2;27;240;note_off;64
72720;2;27;0;note_on;80
72720;4;72;240;note_off;64
72720;0;43;0;note_on;80
72840;9;39;0;note_on;80
72840;9;39;360;note_off;64
72960;4;70;0;note_on;80
72960;9;39;120;note_off;64
72960;9;39;0;note_on;80
72960;6;65;480;note_off;64
72960;0;46;0;note_on;80
72960;0;58;240;note_off;64
72960;0;58;0;note_on;80
72960;0;61;0;note_on;80
72960;0;70;0;note_on;80
72960;0;43;0;note_off;64
72960;0;51;0;note_off;64
72960;2;27;240;note_off;64
72960;2;34;0;note_on;80
72960;0;55;0;note_off;64
72960;4;73;240;note_off;64
73200;0;70;240;note_off;64
73200;2;34;240;note_off;64
73200;2;34;0;note_on;80
73200;0;70;0;note_on;80
73200;0;58;0;note_on;80
73200;0;58;0;note_off;64
73200;0;46;0;note_off;64
73200;0;61;0;note_on;80
73200;4;70;240;note_off;64
73200;4;70;0;note_on;80
73200;0;61;0;note_off;64
73200;0;46;0;note_on;80
73440;4;70;240;note_off;64
73440;4;72;0;note_on;80
73440;2;34;0;note_on;80
73440;9;39;480;note_off;64
73440;9;39;0;note_on;80
73440;2;34;240;note_off;64
73680;4;72;240;note_off;64
73680;2;34;0;note_on;80
73680;6;58;720;note_on;80
73680;4;73;0;note_on;80
73680;2;34;240;note_off;64
73680;0;70;480;note_off;64
73680;0;61;0;note_off;64
73680;0;58;0;note_off;64
73680;0;46;0;note_off;64
73680;0;70;0;note_on;80
73680;0;61;0;note_on;80
73680;0;58;0;note_on;80
73680;0;46;0;note_on;80
73920;0;46;0;note_on;80
73920;4;73;240;note_off;64
73920;4;75;0;note_on;80
73920;0;58;0;note_on;80
73920;0;61;0;note_on;80
73920;0;70;0;note_on;80
73920;0;46;0;note_off;64
73920;0;61;0;note_off;64
73920;2;34;240;note_off;64
73920;0;70;240;note_off;64
73920;9;39;0;note_on;80
73920;9;39;480;note_off;64
73920;0;58;0;note_off;64
73920;2;34;0;note_on;80
74160;6;56;0;note_on;80
74160;6;58;480;note_off;64
74160;4;73;0;note_on;80
74160;4;75;240;note_off;64
74160;0;61;0;note_on;80
74160;0;70;0;note_on;80
74160;0;46;0;note_off;64
74160;0;58;0;note_off;64
74160;2;34;0;note_on;80
74160;0;46;0;note_on;80
74160;0;61;0;note_off;64
74160;0;70;240;note_off;64
74160;2;34;240;note_off;64
74160;0;58;0;note_on;80
74400;2;34;240;note_off;64
74400;2;34;0;note_on;80
74400;4;72;0;note_on;80
74400;9;39;0;note_on;80
74400;9;39;480;note_off;64
74400;4;73;240;note_off;64
74640;0;58;0;note_off;64
74640;4;72;240;note_off;64
74640;0;70;480;note_off;64
74640;4;70;0;note_on;80
74640;0;61;0;note_off;64
74640;0;70;0;note_on;80
74640;0;46;0;note_off;64
74640;0;46;0;note_on;80
74640;0;58;0;note_on;80
74640;2;34;240;note_off;64
